SageRef,Rep,Country,Postcode,Latitude,Longitude,Customer,Label,County,Brand,ProductCode,Quantity,Turnover,CostPriceAverage,Profit,Currency,Date,FinancialYear
AGB001,Craig Dunlop,United Kingdom,WF4 3EX,53.65,-1.52,AGB Electrical Services Ltd,Current Customer,Yorkshire,Niles,NIL-MRC-6430,1,1102.10,309.00,793.10,GBP,21/06/2019, FY 2018/2019 
AGB001,Craig Dunlop,United Kingdom,WF4 3EX,53.65,-1.52,AGB Electrical Services Ltd,Current Customer,Yorkshire,Niles,NIL-SI-250-EXPORT,1,100.00,147.00,-47.00,GBP,21/06/2019, FY 2018/2019 
AND001,Craig Dunlop,United Kingdom,BT41 2PF,54.81,-6.29,Anderson Audio Visual,Current Customer,Northern Ireland,Klipsch,KLI-CS-16-C-II,2,74.80,21.45,31.90,GBP,21/06/2019, FY 2018/2019 
AND001,Craig Dunlop,United Kingdom,BT41 2PF,54.81,-6.29,Anderson Audio Visual,Current Customer,Northern Ireland,Sonos,SON-AMP-BUNDLE,1,1759.80,1557.40,202.40,GBP,21/06/2019, FY 2018/2019 
AND001,Craig Dunlop,United Kingdom,BT41 2PF,54.81,-6.29,Anderson Audio Visual,Current Customer,Northern Ireland,Sonos,SON-PLAYBAR,1,513.39,454.35,59.04,GBP,21/06/2019, FY 2018/2019 
CRE001,Danielle Campbell,United Kingdom,NG22 9DE,53.17,-1.04,Create Automation Ltd,Current Customer,Nottinghamshire,Sonos,SON-AMP-BUNDLE,1,1759.80,1557.40,202.40,GBP,21/06/2019, FY 2018/2019 
DRE001,Craig Dunlop,United Kingdom,BT8 8DJ,54.5,-5.89,Drew Wylie Building Services,Current Customer,Northern Ireland,Sanus,SAN-T-WSSBM1,1,22.91,17.18,5.73,GBP,21/06/2019, FY 2018/2019 
DRE001,Craig Dunlop,United Kingdom,BT8 8DJ,54.5,-5.89,Drew Wylie Building Services,Current Customer,Northern Ireland,Sonos,SON-BEAM-BLACK,1,306.21,270.99,35.22,GBP,21/06/2019, FY 2018/2019 
DRE001,Craig Dunlop,United Kingdom,BT8 8DJ,54.5,-5.89,Drew Wylie Building Services,Current Customer,Northern Ireland,Sonos,SON-CONNECT,1,256.33,226.85,29.48,GBP,21/06/2019, FY 2018/2019 
DRE001,Craig Dunlop,United Kingdom,BT8 8DJ,54.5,-5.89,Drew Wylie Building Services,Current Customer,Northern Ireland,Sonos,SON-SUB-S-B,1,513.39,454.35,59.04,GBP,21/06/2019, FY 2018/2019 
HAR006,Danielle Campbell,United Kingdom,IG8 8BE,51.61,0.06,Harry Dacosta,Current Customer,Essex,Sonos,SON-AMP,5,2199.75,389.35,253.00,GBP,21/06/2019, FY 2018/2019 
AKE001,Craig Dunlop,United Kingdom,BT45 5TS,54.76,-6.6,IControl Building Ltd,Current Customer,Northern Ireland,Niles,NIL-GS-STAKE,2,21.00,4.20,12.60,GBP,21/06/2019, FY 2018/2019 
MAR001,Craig Dunlop,United Kingdom,TW17 8BA,51.4,-0.44,Marquee Home,Current Customer,Greater London,Sunfire,SUN-HRS8,1,476.15,267.00,209.15,GBP,21/06/2019, FY 2018/2019 
AND001,Craig Dunlop,United Kingdom,BT41 2PF,54.81,-6.29,Anderson Audio Visual,Current Customer,Northern Ireland,Sonos,SON-CONNECT,3,768.99,226.85,88.44,GBP,20/06/2019, FY 2018/2019 
FLA001,Craig Dunlop,United Kingdom,HU14 3HH,53.72,-0.53,Basharat Capital Ltd T/a Flare Technologies,Current Customer,Leicestershire,Xantech,XAN-282D10P,3,265.26,34.94,160.44,GBP,20/06/2019, FY 2018/2019 
BIR001,Craig Dunlop,United Kingdom,BH21 3AH,50.78,-1.97,Birks Electrical Contractors,Current Customer,Dorset,Rako,RAK-RNC-070,12,1176.00,70.00,336.00,GBP,20/06/2019, FY 2018/2019 
BIR001,Craig Dunlop,United Kingdom,BH21 3AH,50.78,-1.97,Birks Electrical Contractors,Current Customer,Dorset,Rako,RAK-RTC-BRIDGE,1,305.20,218.00,87.20,GBP,20/06/2019, FY 2018/2019 
BIR001,Craig Dunlop,United Kingdom,BH21 3AH,50.78,-1.97,Birks Electrical Contractors,Current Customer,Dorset,Rako,RAK-RVF-070-MSS,9,189.00,15.00,54.00,GBP,20/06/2019, FY 2018/2019 
BIR001,Craig Dunlop,United Kingdom,BH21 3AH,50.78,-1.97,Birks Electrical Contractors,Current Customer,Dorset,Rako,RAK-RVF-070-SS,3,48.30,11.50,13.80,GBP,20/06/2019, FY 2018/2019 
DSJ001,Danielle Campbell,United Kingdom,IG3 8LB,51.56,0.1,DSJ HOMES,Current Customer,Essex,Klipsch,KLI-CS-16-CSM,3,183.76,46.67,43.76,GBP,20/06/2019, FY 2018/2019 
DSJ001,Danielle Campbell,United Kingdom,IG3 8LB,51.56,0.1,DSJ HOMES,Current Customer,Essex,Klipsch,KLI-PRO-16-RC,12,1260.00,65.58,473.07,GBP,20/06/2019, FY 2018/2019 
GRO001,Craig Dunlop,United Kingdom,BT80 0HG,54.64,-6.58,Ground Kontrol Ltd,Prospect,Northern Ireland,Niles,NIL-RS5PRO-GRANITE,2,231.12,64.80,101.52,GBP,20/06/2019, FY 2018/2019 
GRO001,Craig Dunlop,United Kingdom,BT80 0HG,54.64,-6.58,Ground Kontrol Ltd,Prospect,Northern Ireland,Sonos,SON-AMP,1,439.95,389.35,50.60,GBP,20/06/2019, FY 2018/2019 
INT002,Craig Dunlop,United Kingdom,DN10 4ND,53.42,-0.88,Intelligent AV and Electrical,Current Customer,Nottinghamshire,Niles,NIL-CC65,31,620.00,20.00, £-   ,GBP,20/06/2019, FY 2018/2019 
INT002,Craig Dunlop,United Kingdom,DN10 4ND,53.42,-0.88,Intelligent AV and Electrical,Current Customer,Nottinghamshire,Sunfire,SUN-SDS-8,1,144.50,135.00,9.50,GBP,20/06/2019, FY 2018/2019 
LIN002,Craig Dunlop,United Kingdom,EC1V 4JL,51.52,-0.1,Link Media Systems Projects Ltd,Current Customer,Greater London,Sonos,SON-CONNECT,2,512.66,226.85,58.96,GBP,20/06/2019, FY 2018/2019 
SUP001,Craig Dunlop,United Kingdom,HA3 6JA,51.61,-0.35,Super Tech Security Ltd,Current Customer,Greater London,Klipsch,KLI-PRO-180-RPC-LCR,3,717.51,136.67,307.50,GBP,20/06/2019, FY 2018/2019 
TSC001,Craig Dunlop,United Kingdom,PH7 3QW,56.36,-3.79,The Sound Counsel,Prospect,Scotland,Xantech,KLI-CS-16-CSM,1,81.67,46.67,35.00,GBP,20/06/2019, FY 2018/2019 
THR001,Dan Goudy,United Kingdom,PO19 8RR,50.83,-0.76,Thru The Looking Glass AV Limited,Current Customer,Sussex,Rako,RAK-RMS-800,3,191.10,47.50,48.60,GBP,20/06/2019, FY 2018/2019 
AUD011,Danielle Campbell,United Kingdom,SL6 1HZ,51.52,-0.72,Audio Venue Ltd,Current Customer,Berkshire,Klipsch,KLI-AW-500-SM,1,188.13,88.12,100.01,GBP,19/06/2019, FY 2018/2019 
HOM0010,Craig Dunlop,United Kingdom,B72 1HR,52.54,-1.82,Home Cinema and Beyond Ltd,Current Customer,Straffordshire,Klipsch,KLI-SLM-3400-C,4,653.32,93.33,280.00,GBP,19/06/2019, FY 2018/2019 
QUB001,Dan Goudy,United Kingdom,JE2 4JN,49.2,2.1,Qube Integration,Current Customer,Jersey,Niles,NIL-GS-WALL,4,84.00,12.00,36.00,GBP,19/06/2019, FY 2018/2019 
SUP001,Craig Dunlop,United Kingdom,HA3 6JA,51.61,-0.35,Super Tech Security Ltd,Current Customer,Greater London,Klipsch,KLI-PRO-180-RPC,3,660.63,103.14,351.21,GBP,19/06/2019, FY 2018/2019 
ULT002,Craig Dunlop,United Kingdom,CV34 5NT,52.29,-1.57,Ultimation,Current Customer,Warwickshire,Klipsch,KLI-CS-16-C-II,2,88.00,21.45,45.10,GBP,19/06/2019, FY 2018/2019 
AVC003,Dan Goudy,United Kingdom,HP5 3HB,51.71,-0.61,AV Custom Limited,Current Customer,Buckinghamshire,Sanus,SAN-R-CFR2127,1,324.99,243.75,81.24,GBP,18/06/2019, FY 2018/2019 
DES002,Danielle Campbell,United Kingdom,RH1 3NA,51.26,-0.15,Designer Vision And Sound Ltd,Current Customer,Surrey,Elan,ELA-SP-400-ICDVC-6,1,68.25,39.00,29.25,GBP,18/06/2019, FY 2018/2019 
DES002,Danielle Campbell,United Kingdom,RH1 3NA,51.26,-0.15,Designer Vision And Sound Ltd,Current Customer,Surrey,Niles,NIL-OS-5.3SI-BLACK,1,142.31,79.80,62.51,GBP,18/06/2019, FY 2018/2019 
DES002,Danielle Campbell,United Kingdom,RH1 3NA,51.26,-0.15,Designer Vision And Sound Ltd,Current Customer,Surrey,Sonos,SON-AMP,1,439.95,389.35,50.60,GBP,18/06/2019, FY 2018/2019 
GRS004,Kris Stevenson,United Kingdom,TW10 6TF,51.46,-0.31,GRS AV Limited (STERLING),Current Customer,Greater London,Sonos,SON-AMP,2,879.90,389.35,101.20,GBP,18/06/2019, FY 2018/2019 
GRS004,Kris Stevenson,United Kingdom,TW10 6TF,51.46,-0.31,GRS AV Limited (STERLING),Current Customer,Greater London,Sonos,SON-CONNECT,1,256.33,226.85,29.48,GBP,18/06/2019, FY 2018/2019 
INT002,Craig Dunlop,United Kingdom,DN10 4ND,53.42,-0.88,Intelligent AV and Electrical,Current Customer,Nottinghamshire,Sunfire,SUN-SDS-8,1,144.50,135.00,9.50,GBP,18/06/2019, FY 2018/2019 
JLO001,Danielle Campbell,United Kingdom,GU46 6DB,51.33,-0.83,J Lovell Electrial,Current Customer,Surrey,Demo gear,DEMO-G1,1,300.00,183.33,116.67,GBP,18/06/2019, FY 2018/2019 
JLO001,Danielle Campbell,United Kingdom,GU46 6DB,51.33,-0.83,J Lovell Electrial,Current Customer,Surrey,Demo gear,DEMO-G1,1,300.00,183.33,116.67,GBP,18/06/2019, FY 2018/2019 
JLO001,Danielle Campbell,United Kingdom,GU46 6DB,51.33,-0.83,J Lovell Electrial,Current Customer,Surrey,Elan,ELA-TRAINING,1,300.00, £-   ,300.00,GBP,18/06/2019, FY 2018/2019 
THR001,Dan Goudy,United Kingdom,PO19 8RR,50.83,-0.76,Thru The Looking Glass AV Limited,Current Customer,Sussex,Elan,ELA-G-4K-KIT-70-E-ARC-IRS,1,215.31,215.00,0.31,GBP,18/06/2019, FY 2018/2019 
THR001,Dan Goudy,United Kingdom,PO19 8RR,50.83,-0.76,Thru The Looking Glass AV Limited,Current Customer,Sussex,Elan,ELA-G-GSC2,1,649.99,383.33,266.66,GBP,18/06/2019, FY 2018/2019 
THR001,Dan Goudy,United Kingdom,PO19 8RR,50.83,-0.76,Thru The Looking Glass AV Limited,Current Customer,Sussex,Furman,FUR-M-10LX-E,1,108.19,60.67,47.52,GBP,18/06/2019, FY 2018/2019 
THR001,Dan Goudy,United Kingdom,PO19 8RR,50.83,-0.76,Thru The Looking Glass AV Limited,Current Customer,Sussex,Sunfire,SUN-SDS10230,1,294.25,165.00,129.25,GBP,18/06/2019, FY 2018/2019 
AKE001,Craig Dunlop,United Kingdom,BT45 5TS,54.76,-6.6,IControl Building Ltd,Current Customer,Northern Ireland,Niles,NIL-GS6,4,820.00,86.10,475.60,GBP,17/06/2019, FY 2018/2019 
AKE001,Craig Dunlop,United Kingdom,BT45 5TS,54.76,-6.6,IControl Building Ltd,Current Customer,Northern Ireland,Niles,NIL-GS-STAKE,2,21.00,4.20,12.60,GBP,17/06/2019, FY 2018/2019 
LIS001,Danielle Campbell,United Kingdom,TW8 0GP,51.49,-0.3,Link It Solutions Limited,Current Customer,Greater London,Backbox,BOX-US-D-PLASTIC,3,28.26,8.00,4.26,GBP,17/06/2019, FY 2018/2019 
SMA020,Danielle Campbell,United Kingdom,HP21 8XA,51.8,-0.82,Smart-core T/a App-able Ltd,Current Customer,Buckinghamshire,Demo gear,DEMO-EL-HR30,1,345.00,202.08,142.92,GBP,17/06/2019, FY 2018/2019 
WES002,Kris Stevenson,United Kingdom,PL9 7HJ,50.37,-4.11,Edmundson Electrical Limited,Current Customer,Devon,Xantech,XAN-282D10P,2,141.47,34.94,71.59,GBP,14/06/2019, FY 2018/2019 
WES002,Kris Stevenson,United Kingdom,PL9 7HJ,50.37,-4.11,Edmundson Electrical Limited,Current Customer,Devon,Xantech,XAN-78944,50,1290.00,18.08,385.98,GBP,14/06/2019, FY 2018/2019 
WES002,Kris Stevenson,United Kingdom,PL9 7HJ,50.37,-4.11,Edmundson Electrical Limited,Current Customer,Devon,Xantech,XAN-DL85,50,3661.60,34.99,1912.02,GBP,14/06/2019, FY 2018/2019 
ICU001,Craig Dunlop,United Kingdom,SS9 5XX,51.57,0.65,iCubed Home Cinema,Current Customer,Essex,Elan,ELA-CAMERA-BUNDLE,1,846.16,532.54,313.62,GBP,14/06/2019, FY 2018/2019 
MKS001,Danielle Campbell,United Kingdom,AL7 1TS,51.8,-0.19,MK Sound and Vision Ltd,Current Customer,Hertfordshire,Elan,ELA-IP-ODF4-WH,1,226.15,176.28,49.87,GBP,14/06/2019, FY 2018/2019 
TEC000,Danielle Campbell,United Kingdom,PO13 0FJ,50.82,-1.16,Tech 4 Homes,Current Customer,Hampshire,Xantech,XAN-DL85KE,2,237.18,66.50,104.18,GBP,14/06/2019, FY 2018/2019 
TEC000,Danielle Campbell,United Kingdom,PO13 0FJ,50.82,-1.16,Tech 4 Homes,Current Customer,Hampshire,Xantech,XAN-DL85KE,2,237.18,66.50,104.18,GBP,14/06/2019, FY 2018/2019 
THR001,Dan Goudy,United Kingdom,PO19 8RR,50.83,-0.76,Thru The Looking Glass AV Limited,Current Customer,Sussex,Rako,RAK-RNC-070,3,294.00,70.00,84.00,GBP,14/06/2019, FY 2018/2019 
THR001,Dan Goudy,United Kingdom,PO19 8RR,50.83,-0.76,Thru The Looking Glass AV Limited,Current Customer,Sussex,Rako,RAK-RVF-070-SS,3,48.30,11.50,13.80,GBP,14/06/2019, FY 2018/2019 
CLA001,Dan Goudy,United Kingdom,CM12 0DP,51.63,0.41,Clarke Infinity Ltd,Current Customer,Essex,Niles,NIL-PB-6SI-WEATHERED-CONCRETE,1,162.10,121.20,40.90,GBP,13/06/2019, FY 2018/2019 
BLA001,Craig Dunlop,United Kingdom,BT8 8GA,54.51,-5.89,Blackquarter AV,Current Customer,Northern Ireland,Sanus,SAN-R-CFR2136,1,487.49,365.62,121.87,GBP,12/06/2019, FY 2018/2019 
BRI001,Craig Dunlop,Ireland,,,,Bright AV,Current Customer,Ireland,Elan,ELA-G-GHR30,5,2375.00,291.00,920.00,EUR,12/06/2019, FY 2018/2019 
BRI001,Craig Dunlop,Ireland,,,,Bright AV,Current Customer,Ireland,Elan,ELA-G-GSC10,1,1199.98,716.66,483.32,EUR,12/06/2019, FY 2018/2019 
CAB002,Craig Dunlop,Ireland,,,,Cable Solutions,Current Customer,Ireland,Klipsch,KLI-RP-140D,2,218.76,62.50,93.76,GBP,12/06/2019, FY 2018/2019 
THR001,Dan Goudy,United Kingdom,PO19 8RR,50.83,-0.76,Thru The Looking Glass AV Limited,Current Customer,Sussex,Elan,ELA-G-IRL2,1,235.40,132.00,103.40,GBP,12/06/2019, FY 2018/2019 
THR001,Dan Goudy,United Kingdom,PO19 8RR,50.83,-0.76,Thru The Looking Glass AV Limited,Current Customer,Sussex,Xantech,XAN-283D10P,2,176.84,34.94,106.96,GBP,12/06/2019, FY 2018/2019 
THR001,Dan Goudy,United Kingdom,PO19 8RR,50.83,-0.76,Thru The Looking Glass AV Limited,Current Customer,Sussex,Xantech,XAN-HDMI-1-10PK,2,198.00,96.20,5.60,GBP,12/06/2019, FY 2018/2019 
THR001,Dan Goudy,United Kingdom,PO19 8RR,50.83,-0.76,Thru The Looking Glass AV Limited,Current Customer,Sussex,Xantech,XAN-HDMI-2,4,58.84,13.99,2.88,GBP,12/06/2019, FY 2018/2019 
BIR001,Craig Dunlop,United Kingdom,BH21 3AH,50.78,-1.97,Birks Electrical Contractors,Current Customer,Dorset,Rako,RAK-RVF-070-MSS,3,63.00,15.00,18.00,GBP,11/06/2019, FY 2018/2019 
BIR001,Craig Dunlop,United Kingdom,BH21 3AH,50.78,-1.97,Birks Electrical Contractors,Current Customer,Dorset,Rako,RAK-RVF-070-SS,3,48.30,11.50,13.80,GBP,11/06/2019, FY 2018/2019 
BRI001,Craig Dunlop,Ireland,,,,Bright AV,Current Customer,Ireland,Elan,ELA-G-G1,1,349.99,216.66,133.33,EUR,11/06/2019, FY 2018/2019 
BRI001,Craig Dunlop,Ireland,,,,Bright AV,Current Customer,Ireland,Elan,ELA-G-GHR10,1,249.99,156.00,93.99,EUR,11/06/2019, FY 2018/2019 
INH001,Craig Dunlop,United Kingdom,WA15 6DW,53.4,-2.32,InHome Media Solutions Ltd,Current Customer,Cheshire,Sonos,SON-AMP,1,439.95,389.35,50.60,GBP,11/06/2019, FY 2018/2019 
JOS001,Dan Goudy,United Kingdom,IP1 4JR,52.07,1.14,Joseph Read Lighting LTD,Current Customer,Suffolk,Aerohive,AER-AP-122-AC,1,131.39,84.47,46.92,GBP,11/06/2019, FY 2018/2019 
LIN002,Craig Dunlop,United Kingdom,EC1V 4JL,51.52,-0.1,Link Media Systems Projects Ltd,Current Customer,Greater London,Sonos,SON-AMP,1,439.95,389.35,50.60,GBP,11/06/2019, FY 2018/2019 
THR001,Dan Goudy,United Kingdom,PO19 8RR,50.83,-0.76,Thru The Looking Glass AV Limited,Current Customer,Sussex,Denon,DEN-HEOS-LINK,1,226.20,198.50,27.70,GBP,11/06/2019, FY 2018/2019 
THR001,Dan Goudy,United Kingdom,PO19 8RR,50.83,-0.76,Thru The Looking Glass AV Limited,Current Customer,Sussex,Rako,RAK-RMS-800,2,127.40,47.50,32.40,GBP,11/06/2019, FY 2018/2019 
TOL001,Danielle Campbell,United Kingdom,bh21 4bp,50.8,-2.07,Toliva Consultants Limited,Current Customer,Dorset,Xantech,XAN-EN85,1,156.04,43.75,112.29,GBP,11/06/2019, FY 2018/2019 
BES001,Dan Goudy,United Kingdom,BN1 3TB,50.83,-0.15,Bespoke Sound and Vision,Current Customer,Sussex,Klipsch,KLI-C-308-ASW,1,759.79,434.17,325.62,GBP,10/06/2019, FY 2018/2019 
BES001,Dan Goudy,United Kingdom,BN1 3TB,50.83,-0.15,Bespoke Sound and Vision,Current Customer,Sussex,Klipsch,KLI-PRO-250-RPW-LCR,3,594.57,125.83,217.07,GBP,10/06/2019, FY 2018/2019 
BES001,Dan Goudy,United Kingdom,BN1 3TB,50.83,-0.15,Bespoke Sound and Vision,Current Customer,Sussex,Klipsch,KLI-RP-140D,2,218.76,62.50,93.76,GBP,10/06/2019, FY 2018/2019 
BES001,Dan Goudy,United Kingdom,BN1 3TB,50.83,-0.15,Bespoke Sound and Vision,Current Customer,Sussex,Klipsch,KLI-SLM-3400-C,2,326.66,93.33,139.99,GBP,10/06/2019, FY 2018/2019 
BES001,Dan Goudy,United Kingdom,BN1 3TB,50.83,-0.15,Bespoke Sound and Vision,Current Customer,Sussex,Yamaha,YAM-RXA680,1,496.00,396.80,99.20,GBP,10/06/2019, FY 2018/2019 
SIM001,Craig Dunlop,United Kingdom,TW11 9BQ,51.43,-0.33,Simply Sound & Vision,Prospect,Yorkshire,Xantech,XAN-HDMI-3,2,34.26,16.62,1.02,GBP,10/06/2019, FY 2018/2019 
TSC001,Craig Dunlop,United Kingdom,PH7 3QW,56.36,-3.79,The Sound Counsel,Prospect,Scotland,Xantech,XAN-DL85K,1,131.08,73.50,57.58,GBP,10/06/2019, FY 2018/2019 
BIR001,Craig Dunlop,United Kingdom,BH21 3AH,50.78,-1.97,Birks Electrical Contractors,Current Customer,Dorset,Rako,RAK-RMS-800,2,127.40,47.50,32.40,GBP,07/06/2019, FY 2018/2019 
BIR001,Craig Dunlop,United Kingdom,BH21 3AH,50.78,-1.97,Birks Electrical Contractors,Current Customer,Dorset,Rako,RAK-RMT-PILL,6,470.40,56.00,134.40,GBP,07/06/2019, FY 2018/2019 
BIR001,Craig Dunlop,United Kingdom,BH21 3AH,50.78,-1.97,Birks Electrical Contractors,Current Customer,Dorset,Rako,RAK-RNC-070,3,294.00,70.00,84.00,GBP,07/06/2019, FY 2018/2019 
BRI001,Craig Dunlop,Ireland,,,,Bright AV,Current Customer,Ireland,Elan,ELA-IP-ODV4-WH,6,1833.36,229.17,458.36,EUR,07/06/2019, FY 2018/2019 
CAB002,Craig Dunlop,Ireland,,,,Cable Solutions,Current Customer,Ireland,Elan,ELA-G-GHR30,2,950.00,291.00,368.00,GBP,07/06/2019, FY 2018/2019 
CAB002,Craig Dunlop,Ireland,,,,Cable Solutions,Current Customer,Ireland,Elan,ELA-G-GSC10,1,1199.98,716.66,483.32,GBP,07/06/2019, FY 2018/2019 
CAB002,Craig Dunlop,Ireland,,,,Cable Solutions,Current Customer,Ireland,Elan,ELA-ITP-8-WH,1,471.24,314.39,156.85,GBP,07/06/2019, FY 2018/2019 
CAB002,Craig Dunlop,Ireland,,,,Cable Solutions,Current Customer,Ireland,Furman,FUR-ELITE-10-E1,1,416.11,233.33,182.78,GBP,07/06/2019, FY 2018/2019 
CAB002,Craig Dunlop,Ireland,,,,Cable Solutions,Current Customer,Ireland,Klipsch,KLI-DS-180-CSM,2,291.66,83.33,125.00,GBP,07/06/2019, FY 2018/2019 
CAB002,Craig Dunlop,Ireland,,,,Cable Solutions,Current Customer,Ireland,Klipsch,KLI-PRO-10-GS,2,49.58,14.17,21.25,GBP,07/06/2019, FY 2018/2019 
CAB002,Craig Dunlop,Ireland,,,,Cable Solutions,Current Customer,Ireland,Klipsch,KLI-PRO-160-RPC,4,805.00,94.27,427.93,GBP,07/06/2019, FY 2018/2019 
CLE002,Craig Dunlop,United Kingdom,HG5 8PJ,54,-1.44,Cleverass Ltd t/a Clever Association,Current Customer,Yorkshire,Sunfire,SUN-HRS8,1,476.15,267.00,209.15,GBP,07/06/2019, FY 2018/2019 
ECS001,Danielle Campbell,United Kingdom,RH2 8EX,51.22,-0.21,ECSAV,Current Customer,Surrey,Sonos,SON-AMP,1,439.95,389.35,50.60,GBP,07/06/2019, FY 2018/2019 
ELE014,Danielle Campbell,United Kingdom,NG18 4JH,53.13,-1.16,Electro Technical UK Ltd,Current Customer,Nottinghamshire,Niles,NIL-RS8SIPRO-GRANITE,3,507.98,126.60,128.18,GBP,07/06/2019, FY 2018/2019 
INT002,Craig Dunlop,United Kingdom,DN10 4ND,53.42,-0.88,Intelligent AV and Electrical,Current Customer,Nottinghamshire,Niles,NIL-VCS50K,1,34.24,19.20,15.04,GBP,07/06/2019, FY 2018/2019 
LAV001,Danielle Campbell,United Kingdom,BS7 8JF,51.48,-2.6,LAVA,Current Customer,Somerset,Demo gear,DEMO-EL-HR10,1,157.50,120.00,37.50,GBP,07/06/2019, FY 2018/2019 
LAV001,Danielle Campbell,United Kingdom,BS7 8JF,51.48,-2.6,LAVA,Current Customer,Somerset,Demo gear,DEMO-G1,1,240.63,183.33,57.30,GBP,07/06/2019, FY 2018/2019 
LAV001,Danielle Campbell,United Kingdom,BS7 8JF,51.48,-2.6,LAVA,Current Customer,Somerset,Elan,ELA-TRAINING,1,100.00, £-   ,100.00,GBP,07/06/2019, FY 2018/2019 
LCR001,Craig Dunlop,United Kingdom,SK5 7PG,53.42,-2.16,LCR Integrated Systems,Current Customer,Lancashire,Elan,ELA-ITP-8-WH,2,942.48,314.39,313.69,GBP,07/06/2019, FY 2018/2019 
LIN002,Craig Dunlop,United Kingdom,EC1V 4JL,51.52,-0.1,Link Media Systems Projects Ltd,Current Customer,Greater London,Xantech,XAN-28DES,10,31.20,1.75,13.70,GBP,07/06/2019, FY 2018/2019 
MKS001,Danielle Campbell,United Kingdom,AL7 1TS,51.8,-0.19,MK Sound and Vision Ltd,Current Customer,Hertfordshire,,BASE-BCR03W,1,18.00,14.00,4.00,GBP,07/06/2019, FY 2018/2019 
MKS001,Danielle Campbell,United Kingdom,AL7 1TS,51.8,-0.19,MK Sound and Vision Ltd,Current Customer,Hertfordshire,,BTD04W,2,48.00,14.00,20.00,GBP,07/06/2019, FY 2018/2019 
REE002,Craig Dunlop,United Kingdom,OX10 7BB,51.66,-1.14,Reed Audio Visual,Current Customer,Oxfordshire,Backbox,BOX-US-D-PLASTIC,1,9.42,8.00,1.42,GBP,07/06/2019, FY 2018/2019 
REE002,Craig Dunlop,United Kingdom,OX10 7BB,51.66,-1.14,Reed Audio Visual,Current Customer,Oxfordshire,Elan,ELA-ITP-12-WH,1,875.60,645.00,230.60,GBP,07/06/2019, FY 2018/2019 
SUP001,Craig Dunlop,United Kingdom,HA3 6JA,51.61,-0.35,Super Tech Security Ltd,Current Customer,Greater London,Klipsch,KLI-CS-16-CSM,1,81.67,46.67,35.00,GBP,07/06/2019, FY 2018/2019 
ABS002,Dan Goudy,United Kingdom,ME2 4XY,51.41,0.53,Absolute Aerials TA Absolute Integration,Current Customer,Kent,Klipsch,KLI-KDA-500,1,580.12,368.33,211.79,GBP,06/06/2019, FY 2018/2019 
ABS002,Dan Goudy,United Kingdom,ME2 4XY,51.41,0.53,Absolute Aerials TA Absolute Integration,Current Customer,Kent,Klipsch,KLI-PRO-10SW-LS,1,501.37,318.33,183.04,GBP,06/06/2019, FY 2018/2019 
BRI001,Craig Dunlop,Ireland,,,,Bright AV,Current Customer,Ireland,Klipsch,KLI-PRO-18-RC,4,653.31,93.33,279.98,EUR,06/06/2019, FY 2018/2019 
BRI002,Craig Dunlop,United Kingdom,HD1 4EZ,53.65,-1.8,Brightmark Solutions Ltd,Prospect,Lancashire,Klipsch,KLI-PRO-25-RW-LCR,3,376.26,93.33,96.27,GBP,06/06/2019, FY 2018/2019 
CUS003,Dan Goudy,United Kingdom,RM14 3PT,51.54,0.25,Custom Sight & Sound LTD,Current Customer,Essex,Xantech,XAN-282D10P,5,442.10,34.94,267.39,GBP,06/06/2019, FY 2018/2019 
AKE001,Craig Dunlop,United Kingdom,BT45 5TS,54.76,-6.6,IControl Building Ltd,Current Customer,Northern Ireland,Elan,ELA-G-S1616A240,1,1367.70,958.33,409.37,GBP,06/06/2019, FY 2018/2019 
AKE001,Craig Dunlop,United Kingdom,BT45 5TS,54.76,-6.6,IControl Building Ltd,Current Customer,Northern Ireland,Klipsch,KLI-PRO-18-RC,4,653.32,93.33,279.99,GBP,06/06/2019, FY 2018/2019 
AKE001,Craig Dunlop,United Kingdom,BT45 5TS,54.76,-6.6,IControl Building Ltd,Current Customer,Northern Ireland,Sonos,SON-BEAM-BLACK,1,306.21,270.99,35.22,GBP,06/06/2019, FY 2018/2019 
AKE001,Craig Dunlop,United Kingdom,BT45 5TS,54.76,-6.6,IControl Building Ltd,Current Customer,Northern Ireland,Xantech,XAN-DAC-12,3,85.02,20.47,23.61,GBP,06/06/2019, FY 2018/2019 
LIS001,Danielle Campbell,United Kingdom,TW8 0GP,51.49,-0.3,Link It Solutions Limited,Current Customer,Greater London,Elan,ELA-G-GSC2,1,649.99,383.33,266.66,GBP,06/06/2019, FY 2018/2019 
LIS001,Danielle Campbell,United Kingdom,TW8 0GP,51.49,-0.3,Link It Solutions Limited,Current Customer,Greater London,Elan,ELA-ITP-8-WH,1,471.24,314.39,156.85,GBP,06/06/2019, FY 2018/2019 
LIS001,Danielle Campbell,United Kingdom,TW8 0GP,51.49,-0.3,Link It Solutions Limited,Current Customer,Greater London,Xantech,XAN-EX40-KIT,1,90.45,65.33,25.12,GBP,06/06/2019, FY 2018/2019 
MKS001,Danielle Campbell,United Kingdom,AL7 1TS,51.8,-0.19,MK Sound and Vision Ltd,Current Customer,Hertfordshire,Backbox,BOX-US-D-PLASTIC,2,18.84,8.00,2.84,GBP,06/06/2019, FY 2018/2019 
